Timezone,Datetime,AQI US,AQI CN,PM2.5 (ug/m3),PM10 (ug/m3),CO2 (ppm),Temperature (Celsius),Temperature (Fahrenheit),Humidity (%),Outdoor PM2.5 (ug/m3),HCHO (ppb),TVOC (ppb)
Asia/Ho_Chi_Minh UTC+07:00,2020-04-27 05:00:00,72,31,22,25,409.3,20.5,68.8,96.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-27 04:00:00,68,29,20,24,407.5,20.5,68.9,96.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-27 03:00:00,49,17,12,12,406.5,20.4,68.8,96.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-27 02:00:00,28,10,7,7,406.8,20.3,68.6,96.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-27 01:00:00,19,6,5,5,405.5,20.3,68.5,96.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-27 00:00:00,19,6,5,5,404.0,20.2,68.4,95.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-26 23:00:00,21,7,5,6,404.6,20.4,68.8,96.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-26 22:00:00,21,7,5,6,404.3,20.5,68.9,96.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-26 21:00:00,18,6,4,5,405.4,20.6,69.1,96.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-26 20:00:00,25,9,6,7,403.3,20.7,69.2,95.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-26 19:00:00,38,13,9,11,403.3,20.8,69.4,95.4,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-26 18:00:00,46,16,11,13,402.7,20.8,69.4,95.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-26 17:00:00,47,16,11,13,402.2,20.9,69.6,96.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-26 16:00:00,40,14,10,11,400.3,21.0,69.8,96.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-26 15:00:00,57,22,15,17,401.2,21.1,70.0,96.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-26 14:00:00,32,11,8,9,405.8,21.4,70.5,96.4,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-26 13:00:00,23,8,6,7,405.7,21.4,70.5,97.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2020-04-26 12:00:00,22,8,5,6,406.2,21.3,70.4,97.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2020-04-26 11:00:00,23,8,6,7,407.0,21.2,70.1,97.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2020-04-26 10:00:00,21,7,5,6,408.2,21.1,69.9,97.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2020-04-26 09:00:00,17,6,4,5,409.3,20.9,69.6,97.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2020-04-26 08:00:00,17,6,4,5,410.3,20.8,69.4,96.9,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2020-04-26 07:00:00,35,12,9,11,411.8,20.6,69.1,97.4,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2020-04-26 06:00:00,41,14,10,13,411.8,20.4,68.8,96.3,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2020-04-26 05:00:00,24,8,6,7,413.0,20.5,68.9,96.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2020-04-26 04:00:00,18,6,4,5,414.3,20.4,68.8,96.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2020-04-26 03:00:00,19,6,5,5,411.8,20.4,68.7,96.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2020-04-26 02:00:00,23,8,6,6,411.5,20.5,68.9,95.3,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2020-04-26 01:00:00,17,6,4,4,412.0,20.8,69.3,94.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2020-04-26 00:00:00,26,9,6,10,413.8,20.8,69.5,94.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-25 23:00:00,31,11,7,10,414.2,20.9,69.6,94.4,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-25 22:00:00,34,12,8,10,415.0,21.0,69.9,93.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-25 21:00:00,45,16,11,12,413.3,20.9,69.7,93.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-25 20:00:00,53,19,13,15,412.0,20.9,69.6,92.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-25 19:00:00,53,19,13,15,412.1,21.2,70.2,92.9,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-25 18:00:00,45,16,11,14,410.3,21.3,70.3,93.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-25 17:00:00,42,15,10,13,407.8,21.4,70.5,93.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-25 16:00:00,31,11,8,9,406.2,21.3,70.4,94.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-25 15:00:00,22,8,5,7,403.4,21.4,70.6,95.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-25 14:00:00,30,10,7,9,404.4,21.4,70.5,95.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-25 13:00:00,37,13,9,11,403.9,21.3,70.3,94.7,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-25 12:00:00,31,11,8,8,406.8,21.4,70.6,95.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-25 11:00:00,22,8,5,6,411.3,21.3,70.3,96.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-25 10:00:00,16,6,4,5,411.3,21.0,69.8,96.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-25 09:00:00,10,4,3,3,412.0,20.9,69.6,96.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-25 08:00:00,10,3,2,3,413.0,20.8,69.5,95.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-25 07:00:00,10,3,2,3,413.7,20.8,69.4,95.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-25 06:00:00,4,1,1,1,413.0,20.8,69.4,95.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-25 05:00:00,2,1,1,1,415.8,20.9,69.7,96.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-25 04:00:00,2,1,1,1,419.3,21.0,69.8,96.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-25 03:00:00,0,0,0,0,419.3,21.0,69.9,96.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-25 02:00:00,3,1,1,1,417.3,21.1,69.9,96.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-25 01:00:00,4,1,1,1,417.3,21.1,70.0,95.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-25 00:00:00,2,1,1,1,418.0,21.2,70.2,94.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-24 23:00:00,0,0,0,0,417.5,21.2,70.2,94.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-24 22:00:00,0,0,0,0,418.5,21.2,70.2,93.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-24 21:00:00,2,1,1,1,417.8,21.3,70.4,93.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-24 20:00:00,2,1,1,1,417.8,21.5,70.7,92.4,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-24 19:00:00,7,3,2,2,418.4,21.9,71.4,92.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-24 18:00:00,13,4,3,5,419.8,22.3,72.2,93.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-24 17:00:00,12,4,3,5,421.8,22.9,73.2,94.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-24 16:00:00,18,6,4,5,423.6,23.2,73.8,95.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-24 15:00:00,21,7,5,6,424.6,23.8,74.8,95.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-24 14:00:00,21,7,5,12,412.9,24.1,75.3,97.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-24 13:00:00,42,14,10,16,428.3,24.2,75.6,97.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-24 12:00:00,62,25,18,32,435.2,24.2,75.5,98.4,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-24 11:00:00,68,29,20,36,431.5,24.5,76.1,97.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-24 10:00:00,69,30,21,40,432.7,24.8,76.6,96.6,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-24 09:00:00,71,31,22,34,427.3,24.9,76.8,97.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-24 08:00:00,57,22,15,27,419.8,25.2,77.4,98.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-24 07:00:00,60,24,17,29,416.8,25.3,77.5,99.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-24 06:00:00,60,23,16,30,417.0,25.1,77.3,98.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-24 05:00:00,48,16,12,22,419.0,25.4,77.6,97.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-24 04:00:00,44,15,11,19,418.8,25.4,77.8,96.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-24 03:00:00,40,14,10,21,419.0,25.6,78.1,95.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-24 02:00:00,36,13,9,16,420.8,25.6,78.1,94.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-24 01:00:00,38,13,9,18,418.3,25.4,77.8,93.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-24 00:00:00,43,15,10,17,419.0,25.3,77.5,93.6,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-23 23:00:00,56,20,14,27,417.5,25.2,77.4,94.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-23 22:00:00,54,19,14,24,419.8,25.4,77.7,94.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-23 21:00:00,63,26,18,30,421.8,25.5,77.8,94.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-23 20:00:00,62,25,18,32,417.5,25.7,78.3,93.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-23 19:00:00,93,46,32,49,410.5,26.4,79.6,87.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-23 18:00:00,135,68,49,75,408.9,26.5,79.7,89.6,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-23 17:00:00,136,68,50,74,406.3,26.8,80.2,91.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-23 16:00:00,102,51,36,54,405.3,27.1,80.9,91.1,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-23 15:00:00,88,42,30,44,404.4,27.4,81.4,90.2,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-23 14:00:00,110,55,39,53,404.3,27.8,82.0,87.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-23 13:00:00,79,36,25,37,404.6,28.0,82.5,86.9,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-23 12:00:00,102,51,36,50,406.3,28.3,82.9,86.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-23 11:00:00,184,156,119,197,417.7,27.9,82.3,87.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-23 10:00:00,165,110,83,146,418.6,27.7,81.8,89.4,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-23 09:00:00,184,156,119,208,428.8,27.0,80.6,92.2,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-23 08:00:00,282,283,233,404,432.8,26.9,80.4,92.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-23 07:00:00,163,105,79,129,453.9,26.1,79.0,94.1,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-23 06:00:00,130,66,48,70,458.5,25.6,78.1,95.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-23 05:00:00,152,78,57,82,460.8,25.7,78.3,95.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-23 04:00:00,159,95,71,100,457.0,25.8,78.4,95.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-23 03:00:00,157,91,68,91,450.3,25.8,78.5,95.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-23 02:00:00,159,96,72,95,444.5,25.6,78.0,95.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-23 01:00:00,151,76,56,71,434.8,25.6,78.1,94.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-23 00:00:00,145,73,53,78,434.5,25.7,78.3,94.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-22 23:00:00,132,66,48,62,430.0,26.1,78.9,92.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-22 22:00:00,91,44,31,38,422.3,26.1,79.0,90.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-22 21:00:00,102,51,36,47,420.8,26.6,79.8,90.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-22 20:00:00,159,94,71,103,426.0,26.8,80.2,92.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-22 19:00:00,174,130,99,143,428.0,26.8,80.3,92.9,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-22 18:00:00,187,164,125,190,423.8,27.2,81.0,91.1,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-22 17:00:00,187,164,125,195,419.3,27.3,81.2,89.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-22 16:00:00,167,114,86,129,417.5,27.8,82.0,86.9,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-22 15:00:00,154,83,61,93,416.8,28.1,82.6,85.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-22 14:00:00,156,88,66,96,418.1,28.2,82.8,85.2,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-22 13:00:00,155,86,64,95,421.7,29.0,84.3,84.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-22 12:00:00,163,106,80,120,427.3,29.4,85.0,85.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-22 11:00:00,169,119,90,139,424.2,30.7,87.3,81.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-22 10:00:00,176,136,104,154,430.4,30.6,87.1,82.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-22 09:00:00,178,141,108,161,438.7,29.8,85.6,85.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-22 08:00:00,182,150,115,175,445.7,28.5,83.3,88.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-22 07:00:00,165,110,83,119,467.3,27.1,80.8,93.7,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-22 06:00:00,165,109,83,122,471.5,26.5,79.8,95.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-22 05:00:00,169,118,90,135,494.5,26.7,80.1,94.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-22 04:00:00,170,122,92,131,492.5,27.0,80.5,93.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-22 03:00:00,160,97,72,99,465.8,27.0,80.6,93.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-22 02:00:00,156,87,65,96,457.8,27.1,80.7,92.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-22 01:00:00,161,99,74,114,446.5,27.6,81.6,92.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-22 00:00:00,179,143,109,158,472.3,27.6,81.8,93.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-21 23:00:00,170,121,92,132,462.8,27.9,82.2,92.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-21 22:00:00,182,150,115,170,465.8,28.0,82.5,92.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-21 21:00:00,180,146,112,170,445.3,28.0,82.5,90.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-21 20:00:00,186,161,123,187,442.7,28.6,83.5,87.7,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-21 19:00:00,184,157,120,183,440.5,28.6,83.5,88.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-21 18:00:00,231,231,181,282,436.8,28.7,83.6,88.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-21 17:00:00,212,212,162,250,425.4,29.3,84.8,83.1,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-21 16:00:00,205,205,155,240,419.7,29.6,85.3,80.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-21 15:00:00,187,163,124,187,419.2,29.5,85.1,80.7,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-21 14:00:00,177,139,106,155,421.8,30.2,86.4,79.7,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-21 13:00:00,154,83,62,88,418.4,30.9,87.6,80.7,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-21 12:00:00,146,73,54,76,418.3,30.9,87.6,81.4,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-21 11:00:00,136,68,50,73,421.6,31.2,88.1,80.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-21 10:00:00,152,78,58,87,427.4,31.3,88.4,79.6,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-21 09:00:00,155,85,63,92,444.0,30.9,87.6,76.4,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-21 08:00:00,152,78,57,84,446.7,29.2,84.6,80.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-21 07:00:00,154,82,60,85,455.6,27.6,81.7,87.6,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-21 06:00:00,156,88,65,93,465.5,26.9,80.3,88.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-21 05:00:00,152,77,57,74,484.8,26.7,80.1,86.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-21 04:00:00,110,55,39,51,463.8,27.0,80.6,84.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-21 03:00:00,118,60,43,59,460.8,27.3,81.1,85.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-21 02:00:00,94,46,33,48,454.3,27.6,81.7,83.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-21 01:00:00,85,40,28,38,442.0,27.8,82.1,81.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-21 00:00:00,90,44,31,39,444.0,28.0,82.4,83.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-20 23:00:00,88,43,30,38,435.8,28.2,82.8,82.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-20 22:00:00,94,47,33,40,431.8,27.9,82.2,82.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-20 21:00:00,104,52,37,50,433.0,28.5,83.4,81.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-20 20:00:00,119,60,43,55,429.5,28.9,84.0,82.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-20 19:00:00,161,100,75,107,431.9,29.2,84.5,83.9,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-20 18:00:00,167,114,86,135,425.5,29.6,85.2,79.6,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-20 17:00:00,169,120,91,139,418.7,29.4,85.0,79.6,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-20 16:00:00,123,62,44,65,414.8,29.9,85.8,76.9,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-20 15:00:00,152,79,58,82,415.7,30.7,87.2,73.9,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-20 14:00:00,155,86,64,94,421.6,30.8,87.4,76.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-20 13:00:00,137,69,50,71,422.9,31.0,87.8,78.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-20 12:00:00,136,68,50,73,422.9,31.1,88.0,79.6,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-20 11:00:00,151,76,56,82,422.7,31.4,88.5,79.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-20 10:00:00,153,80,59,89,439.8,31.6,88.9,76.4,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-20 09:00:00,153,79,59,85,442.9,30.4,86.7,80.2,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-20 08:00:00,162,103,77,120,460.9,28.9,84.0,85.7,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-20 07:00:00,163,104,78,118,465.8,27.4,81.3,91.7,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-20 06:00:00,167,114,86,123,477.5,26.4,79.6,93.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-20 05:00:00,160,98,73,101,488.5,26.4,79.5,92.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-20 04:00:00,144,72,53,68,481.3,26.5,79.6,91.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-20 03:00:00,143,72,53,79,485.8,26.6,79.9,91.3,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2020-04-20 02:00:00,144,72,53,76,466.5,26.9,80.3,90.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-20 01:00:00,124,62,45,62,460.5,26.9,80.5,89.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-20 00:00:00,103,52,37,48,448.8,27.1,80.7,88.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-19 23:00:00,105,53,37,51,442.0,27.3,81.2,87.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-19 22:00:00,139,70,51,73,442.0,27.7,81.8,85.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-19 21:00:00,158,93,70,102,440.8,28.0,82.5,85.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-19 20:00:00,135,68,49,73,423.8,28.4,83.1,83.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-19 19:00:00,128,65,47,72,418.3,28.8,83.8,81.9,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-19 18:00:00,112,56,40,61,413.7,29.1,84.4,80.1,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-19 17:00:00,118,59,43,62,409.7,29.4,84.9,76.2,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-19 16:00:00,137,69,50,69,409.9,29.6,85.3,74.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-19 15:00:00,114,57,41,58,412.1,29.9,85.8,75.6,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-19 14:00:00,125,63,45,67,414.2,30.4,86.7,74.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-19 13:00:00,150,75,55,87,417.1,30.8,87.4,77.7,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-19 12:00:00,151,77,56,87,421.4,30.9,87.7,77.6,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-19 11:00:00,124,62,45,76,414.3,31.4,88.6,67.9,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2020-04-19 10:00:00,133,67,48,75,418.3,31.0,87.7,70.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-19 09:00:00,84,40,28,38,424.2,29.9,85.7,74.4,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-19 08:00:00,94,46,32,46,434.4,28.0,82.4,81.1,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-19 07:00:00,152,77,57,77,453.6,26.4,79.5,87.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-19 06:00:00,162,101,76,98,465.8,25.2,77.3,92.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-19 05:00:00,132,66,48,59,453.3,24.9,76.9,93.8,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2020-04-19 04:00:00,133,67,49,60,444.3,24.6,76.4,94.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-19 03:00:00,129,65,47,60,448.5,24.9,76.8,93.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-19 02:00:00,145,73,53,68,453.8,25.0,77.0,93.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-19 01:00:00,135,68,50,59,453.5,25.4,77.7,93.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-19 00:00:00,159,95,71,92,456.0,25.1,77.2,94.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-18 23:00:00,159,95,71,100,439.8,25.6,78.0,94.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-18 22:00:00,161,101,75,104,436.0,26.0,78.7,93.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-18 21:00:00,163,104,78,109,432.0,26.1,79.0,93.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-18 20:00:00,162,102,77,112,430.0,26.5,79.7,91.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-18 19:00:00,157,91,67,96,423.8,26.8,80.3,88.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-18 18:00:00,162,102,76,113,422.7,26.6,80.0,90.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-18 17:00:00,143,72,53,77,415.9,27.4,81.4,87.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-18 16:00:00,123,62,44,64,413.2,27.6,81.7,86.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-18 15:00:00,151,76,56,81,418.0,27.6,81.7,86.1,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-18 14:00:00,151,76,56,77,415.5,28.2,82.7,81.2,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-18 13:00:00,106,53,38,50,411.2,28.7,83.6,78.4,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-18 12:00:00,106,53,38,52,415.3,28.7,83.7,78.7,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2020-04-18 11:00:00,102,51,36,52,419.0,28.0,82.4,80.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-18 10:00:00,89,43,30,46,421.3,27.6,81.7,80.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-18 09:00:00,113,57,41,62,426.8,26.4,79.6,87.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-18 08:00:00,128,64,46,67,434.2,26.0,78.8,89.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-18 07:00:00,132,67,48,64,449.3,24.9,76.8,93.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-18 06:00:00,96,48,34,44,448.8,24.1,75.4,91.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-18 05:00:00,95,47,33,42,445.0,24.0,75.2,92.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-18 04:00:00,90,44,31,39,455.3,24.0,75.2,92.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-18 03:00:00,85,40,28,34,459.8,24.1,75.4,92.0,,,
